scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Koompassia excelsa,2004-10-07 10:30:00 +0800,"","Sabah, MY",4.813591907,117.7803573953,"",,https://www.inaturalist.org/observations/149714725,https://inaturalist-open-data.s3.amazonaws.com/photos/258025467/medium.jpeg,dirkm,149714725,Koompassia excelsa,Plantae,348093,1,0,2004/10/07 10:30,2004-10-07,2004-10-07 02:30:00 UTC,Asia/Kuching,149,31394,,obscured,true,,,5556630,Dirk Mezger,2023-02-26 10:42:46 UTC,2023-04-10 07:29:05 UTC,research,CC-BY-NC,,,false
Koompassia excelsa,2023-03-13 17:13:00 +0800,"","Sabah, MY",5.0009794687,118.4604351609,"",,https://www.inaturalist.org/observations/151705616,https://inaturalist-open-data.s3.amazonaws.com/photos/261797682/medium.jpeg,ryanyuewahchan,151705616,Koompassia excelsa,Plantae,348093,2,0,2023/03/13 17:13,2023-03-13,2023-03-13 09:13:00 UTC,Asia/Kuching,575,31389,,obscured,true,,,960723,Ryan Yue Wah Chan,2023-03-20 06:24:53 UTC,2025-09-01 20:50:10 UTC,research,CC-BY-NC,,,false
Koompassia excelsa,2023-04-03 10:42:00 +0800,"tapang tree
大甘巴豆
","Sandakan, MY-SA, MY",5.9228764385,117.9006995043,沙巴,,https://www.inaturalist.org/observations/155131513,https://inaturalist-open-data.s3.amazonaws.com/photos/268118379/medium.jpeg,pchi45,155131513,Koompassia excelsa,Plantae,348093,1,0,2023/04/03 10:42,2023-04-03,2023-04-03 02:42:00 UTC,Asia/Kuching,4,31368,,obscured,true,,,1465242,呂一起(Lu i-chi),2023-04-16 11:55:05 UTC,2023-05-10 10:19:25 UTC,research,CC-BY,,,false
Koompassia excelsa,2023-04-04 07:23:00 +0800,,"Sandakan, MY-SA, MY",5.9494493079,117.8286486279,沙巴,,https://www.inaturalist.org/observations/156553926,https://inaturalist-open-data.s3.amazonaws.com/photos/270726501/medium.jpeg,pchi45,156553926,Koompassia excelsa,Plantae,348093,0,0,2023/04/04 07:23,2023-04-04,2023-04-03 23:23:00 UTC,Asia/Kuching,4,31368,,obscured,true,,,1465242,呂一起(Lu i-chi),2023-04-25 09:44:35 UTC,2023-04-25 09:44:36 UTC,needs_id,CC-BY,,,false
Koompassia excelsa,2023-04-28 06:46:05 +0800,"","Sabah, MY",5.1733554525,118.4454260561,"",,https://www.inaturalist.org/observations/156961412,https://inaturalist-open-data.s3.amazonaws.com/photos/271455350/medium.jpg,alan_huang,156961412,Koompassia excelsa,Plantae,348093,2,0,2023-04-28 06:46:05+08:00,2023-04-28,2023-04-27 22:46:05 UTC,Asia/Kuching,4,31389,,obscured,true,,,5809964,,2023-04-27 22:48:31 UTC,2025-09-01 20:43:56 UTC,research,CC-BY-NC,,3,false
Koompassia excelsa,2023-05-08 12:08:50 +0800,"",Malaysia,2.9396773838,101.7658281554,"",,https://www.inaturalist.org/observations/160701003,https://inaturalist-open-data.s3.amazonaws.com/photos/277715418/medium.jpg,nurhidayah312,160701003,"",Plantae,348093,0,0,2023-05-08 12:08:50+08:00,2023-05-08,2023-05-08 04:08:50 UTC,Kuala Lumpur,58,31431,,obscured,true,,,6858098,,2023-05-09 07:21:28 UTC,2023-05-09 07:21:34 UTC,needs_id,CC-BY-NC,,3,false
Koompassia excelsa,2023-05-25 13:35:53 +0800,,Malaysia,2.8066278813,101.7365694772,"",,https://www.inaturalist.org/observations/163605627,https://inaturalist-open-data.s3.amazonaws.com/photos/282990450/medium.jpeg,nik_faizu,163605627,Koompassia excelsa,Plantae,348093,1,0,2023-05-25 13:35:53,2023-05-25,2023-05-25 05:35:53 UTC,Kuala Lumpur,7,31431,,obscured,true,,,6843967,Nik Faizu Nik Hassan,2023-05-25 05:37:21 UTC,2023-05-30 12:14:54 UTC,research,CC-BY-NC,,2,false
Koompassia excelsa,2023-02-17 08:51:11 +0800,,"Kedah, MY",5.8452333675,100.5697037811,"",,https://www.inaturalist.org/observations/169384390,https://inaturalist-open-data.s3.amazonaws.com/photos/293655019/medium.jpeg,atika02,169384390,Koompassia excelsa,Plantae,348093,0,0,2023-02-17 08:51:11,2023-02-17,2023-02-17 00:51:11 UTC,Kuala Lumpur,27,31368,,obscured,true,gps,gps,6640828,AtikahJamel,2023-06-25 14:29:55 UTC,2023-06-25 15:34:57 UTC,needs_id,CC-BY-NC,,2,false
Koompassia excelsa,2023-06-23 04:11:00 +0800,,"Sabah, MY",4.9004637543,117.9333981864,"",,https://www.inaturalist.org/observations/171462568,https://inaturalist-open-data.s3.amazonaws.com/photos/297527532/medium.jpg,shabrobtilus,171462568,Koompassia excelsa,Plantae,348093,1,0,2023/06/23 4:11 AM,2023-06-23,2023-06-22 20:11:00 UTC,Asia/Kuching,13832,31394,,obscured,true,,,769885,JJ Jackson,2023-07-06 22:13:15 UTC,2023-07-10 09:53:20 UTC,research,CC-BY,,,false
Koompassia excelsa,2023-07-13 10:01:40 +0800,"","Sabah, MY",5.0029046275,117.6467132662,"",,https://www.inaturalist.org/observations/173347699,https://inaturalist-open-data.s3.amazonaws.com/photos/301031535/medium.jpg,payalm,173347699,Kmpassia,Plantae,348093,0,0,2023-07-13 10:01:40+08:00,2023-07-13,2023-07-13 02:01:40 UTC,Asia/Kuching,25,31389,,obscured,true,,,2074256,,2023-07-17 02:59:04 UTC,2023-07-17 02:59:11 UTC,needs_id,CC-BY,,3,false
